pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
35000200,1528095725.534998,e,tcp,192.168.100.150,31833.0,192.168.100.3,80.0,3,274,RST,1528095725.77297,143728,0.237972,0.237972,0.0,,,0.237972,0.237972,0.237972,,,,,2,1,214,60,8.40435,4.202175,0.0,1,DDoS,TCP
35000201,1528095725.539295,e,tcp,192.168.100.149,34838.0,192.168.100.3,80.0,3,274,RST,1528095725.754914,143729,0.215619,0.215619,0.0,,,0.215619,0.215619,0.215619,,,,,2,1,214,60,9.27562,4.63781,0.0,1,DDoS,TCP
35000202,1528095725.539297,e,tcp,192.168.100.149,34839.0,192.168.100.3,80.0,3,274,RST,1528095725.754915,143730,0.215618,0.215618,0.0,,,0.215618,0.215618,0.215618,,,,,2,1,214,60,9.275663,4.637832,0.0,1,DDoS,TCP
35000203,1528095725.539299,e,tcp,192.168.100.149,34840.0,192.168.100.3,80.0,3,274,RST,1528095725.754916,143731,0.215617,0.215617,0.0,,,0.215617,0.215617,0.215617,,,,,2,1,214,60,9.275706,4.637853,0.0,1,DDoS,TCP
35000204,1528095725.5393,e,tcp,192.168.100.149,34841.0,192.168.100.3,80.0,3,274,RST,1528095725.754917,143732,0.215617,0.215617,0.0,,,0.215617,0.215617,0.215617,,,,,2,1,214,60,9.275706,4.637853,0.0,1,DDoS,TCP
35000205,1528095725.539301,e,tcp,192.168.100.149,34844.0,192.168.100.3,80.0,3,274,RST,1528095725.754917,143733,0.215616,0.215616,0.0,,,0.215616,0.215616,0.215616,,,,,2,1,214,60,9.275749,4.637875,0.0,1,DDoS,TCP
35000206,1528095725.539303,e,tcp,192.168.100.149,34845.0,192.168.100.3,80.0,3,274,RST,1528095725.754918,143734,0.215615,0.215615,0.0,,,0.215615,0.215615,0.215615,,,,,2,1,214,60,9.275792,4.637896,0.0,1,DDoS,TCP
35000207,1528095725.539304,e,tcp,192.168.100.149,34850.0,192.168.100.3,80.0,3,274,RST,1528095725.754919,143735,0.215615,0.215615,0.0,,,0.215615,0.215615,0.215615,,,,,2,1,214,60,9.275792,4.637896,0.0,1,DDoS,TCP
35000208,1528095725.539305,e,tcp,192.168.100.149,34851.0,192.168.100.3,80.0,3,274,RST,1528095725.754919,143736,0.215614,0.215614,0.0,,,0.215614,0.215614,0.215614,,,,,2,1,214,60,9.275835,4.637918,0.0,1,DDoS,TCP
35000209,1528095725.539307,e,tcp,192.168.100.149,34854.0,192.168.100.3,80.0,3,274,RST,1528095725.75492,143737,0.215613,0.215613,0.0,,,0.215613,0.215613,0.215613,,,,,2,1,214,60,9.275879,4.637939,0.0,1,DDoS,TCP
35000210,1528095725.539309,e,tcp,192.168.100.149,34855.0,192.168.100.3,80.0,3,274,RST,1528095725.75492,143738,0.215611,0.215611,0.0,,,0.215611,0.215611,0.215611,,,,,2,1,214,60,9.275965,4.637982,0.0,1,DDoS,TCP
35000211,1528095725.53931,e,tcp,192.168.100.149,34856.0,192.168.100.3,80.0,3,274,RST,1528095725.754921,143739,0.215611,0.215611,0.0,,,0.215611,0.215611,0.215611,,,,,2,1,214,60,9.275965,4.637982,0.0,1,DDoS,TCP
35000212,1528095725.539311,e,tcp,192.168.100.149,34857.0,192.168.100.3,80.0,3,274,RST,1528095725.754921,143740,0.21561,0.21561,0.0,,,0.21561,0.21561,0.21561,,,,,2,1,214,60,9.276008,4.638004,0.0,1,DDoS,TCP
35000213,1528095725.539313,e,tcp,192.168.100.149,34860.0,192.168.100.3,80.0,3,274,RST,1528095725.754922,143741,0.215609,0.215609,0.0,,,0.215609,0.215609,0.215609,,,,,2,1,214,60,9.276051,4.638025,0.0,1,DDoS,TCP
35000214,1528095725.539314,e,tcp,192.168.100.149,34861.0,192.168.100.3,80.0,3,274,RST,1528095725.754923,143742,0.215609,0.215609,0.0,,,0.215609,0.215609,0.215609,,,,,2,1,214,60,9.276051,4.638025,0.0,1,DDoS,TCP
35000215,1528095725.539316,e,tcp,192.168.100.149,34866.0,192.168.100.3,80.0,3,274,RST,1528095725.754924,143743,0.215608,0.215608,0.0,,,0.215608,0.215608,0.215608,,,,,2,1,214,60,9.276093,4.638047,0.0,1,DDoS,TCP
35000216,1528095725.539317,e,tcp,192.168.100.149,34867.0,192.168.100.3,80.0,1,154,REQ,1528095725.539317,143744,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000217,1528095725.539319,e,tcp,192.168.100.149,34870.0,192.168.100.3,80.0,1,154,REQ,1528095725.539319,143745,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000218,1528095725.53932,e,tcp,192.168.100.149,34871.0,192.168.100.3,80.0,1,154,REQ,1528095725.53932,143746,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000219,1528095725.539322,e,tcp,192.168.100.149,34872.0,192.168.100.3,80.0,1,154,REQ,1528095725.539322,143747,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000220,1528095725.539324,e,tcp,192.168.100.149,34873.0,192.168.100.3,80.0,1,154,REQ,1528095725.539324,143748,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000221,1528095725.539326,e,tcp,192.168.100.149,34876.0,192.168.100.3,80.0,1,154,REQ,1528095725.539326,143749,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000222,1528095725.539327,e,tcp,192.168.100.149,34877.0,192.168.100.3,80.0,1,154,REQ,1528095725.539327,143750,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000223,1528095725.539329,e,tcp,192.168.100.149,34882.0,192.168.100.3,80.0,1,154,REQ,1528095725.539329,143751,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000224,1528095725.53933,e,tcp,192.168.100.149,34883.0,192.168.100.3,80.0,1,154,REQ,1528095725.53933,143752,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000225,1528095725.539332,e,tcp,192.168.100.149,34886.0,192.168.100.3,80.0,1,154,REQ,1528095725.539332,143753,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000226,1528095725.539333,e,tcp,192.168.100.149,34887.0,192.168.100.3,80.0,1,154,REQ,1528095725.539333,143754,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000227,1528095725.539335,e,tcp,192.168.100.149,34888.0,192.168.100.3,80.0,1,154,REQ,1528095725.539335,143755,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000228,1528095725.539337,e,tcp,192.168.100.149,34889.0,192.168.100.3,80.0,1,154,REQ,1528095725.539337,143756,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000229,1528095725.539338,e,tcp,192.168.100.149,34892.0,192.168.100.3,80.0,1,154,REQ,1528095725.539338,143757,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000230,1528095725.53934,e,tcp,192.168.100.149,34893.0,192.168.100.3,80.0,1,154,REQ,1528095725.53934,143758,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000231,1528095725.539341,e,tcp,192.168.100.149,34898.0,192.168.100.3,80.0,1,154,REQ,1528095725.539341,143759,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000232,1528095725.539342,e,tcp,192.168.100.149,34899.0,192.168.100.3,80.0,1,154,REQ,1528095725.539342,143760,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000233,1528095725.539344,e,tcp,192.168.100.149,34902.0,192.168.100.3,80.0,1,154,REQ,1528095725.539344,143761,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000234,1528095725.539345,e,tcp,192.168.100.149,34903.0,192.168.100.3,80.0,1,154,REQ,1528095725.539345,143762,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000235,1528095725.539346,e,tcp,192.168.100.149,34904.0,192.168.100.3,80.0,1,154,REQ,1528095725.539346,143763,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000236,1528095725.539348,e,tcp,192.168.100.149,34905.0,192.168.100.3,80.0,1,154,REQ,1528095725.539348,143764,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
4472705,1528081825.473306,e,udp,192.168.100.3,45890.0,193.108.91.240,53.0,2,423,CON,1528081825.484202,253264,0.010896,0.010896,0.0,,,0.010896,0.010896,0.010896,,,,,1,1,105,318,91.776794,0.0,0.0,0,Normal,Normal
4472706,1528081825.473307,e,udp,192.168.100.3,20107.0,193.108.91.240,53.0,2,423,CON,1528081825.484408,253265,0.011101,0.011101,0.0,,,0.011101,0.011101,0.011101,,,,,1,1,105,318,90.081978,0.0,0.0,0,Normal,Normal
4472707,1528081825.485651,e,udp,192.168.100.3,37799.0,205.251.196.236,53.0,2,351,CON,1528081825.494674,253266,0.009023,0.009023,0.0,,,0.009023,0.009023,0.009023,,,,,1,1,99,252,110.827888,0.0,0.0,0,Normal,Normal
4472708,1528081825.487257,e,udp,192.168.100.3,16753.0,205.251.196.236,53.0,2,283,CON,1528081825.49474,253267,0.007483,0.007483,0.0,,,0.007483,0.007483,0.007483,,,,,1,1,99,184,133.636246,0.0,0.0,0,Normal,Normal
4472709,1528081825.496728,e,tcp,192.168.100.3,33549.0,54.69.84.48,443.0,23,8141,CON,1528081856.726927,253268,31.2302,0.297587,0.246419,,,1.190346,0.155251,0.724396,,,,,12,11,2961,5180,0.704446,0.353983,0.320203,0,Normal,Normal
4472710,1528081825.497014,e,tcp,192.168.100.3,33550.0,54.69.84.48,443.0,23,8622,CON,1528081856.727094,253269,31.23008,0.306027,0.260879,,,1.224109,0.155339,0.757883,,,,,12,11,2980,5642,0.704449,0.353986,0.320204,0,Normal,Normal
4472711,1528081825.497015,e,tcp,192.168.100.3,33551.0,54.69.84.48,443.0,23,8170,CON,1528081856.727095,253270,31.23008,0.305282,0.259651,,,1.221128,0.15534,0.755011,,,,,12,11,2990,5180,0.704449,0.353986,0.320204,0,Normal,Normal
4472712,1528081825.497016,e,tcp,192.168.100.3,33552.0,54.69.84.48,443.0,24,8312,CON,1528081856.65016,253271,31.153145,0.284992,0.224844,,,1.139966,0.154945,0.674433,,,,,12,12,2973,5339,0.738288,0.35486,0.353094,0,Normal,Normal
4472713,1528081825.497016,e,tcp,192.168.100.3,33553.0,54.69.84.48,443.0,24,8291,CON,1528081856.646386,253272,31.14937,0.294322,0.241972,,,1.177288,0.154364,0.713429,,,,,12,12,2990,5301,0.738378,0.354899,0.353137,0,Normal,Normal
35000237,1528095725.539349,e,tcp,192.168.100.149,34908.0,192.168.100.3,80.0,1,154,REQ,1528095725.539349,143765,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000238,1528095725.539351,e,tcp,192.168.100.149,34909.0,192.168.100.3,80.0,1,154,REQ,1528095725.539351,143766,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000239,1528095725.539352,e,tcp,192.168.100.149,34914.0,192.168.100.3,80.0,1,154,REQ,1528095725.539352,143767,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000240,1528095725.539354,e,tcp,192.168.100.149,34915.0,192.168.100.3,80.0,1,154,REQ,1528095725.539354,143768,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000241,1528095725.539355,e,tcp,192.168.100.149,34918.0,192.168.100.3,80.0,1,154,REQ,1528095725.539355,143769,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000242,1528095725.539356,e,tcp,192.168.100.149,34919.0,192.168.100.3,80.0,1,154,REQ,1528095725.539356,143770,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000243,1528095725.539358,e,tcp,192.168.100.149,34920.0,192.168.100.3,80.0,1,154,REQ,1528095725.539358,143771,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000244,1528095725.539359,e,tcp,192.168.100.149,34921.0,192.168.100.3,80.0,1,154,REQ,1528095725.539359,143772,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000245,1528095725.539361,e,tcp,192.168.100.149,34924.0,192.168.100.3,80.0,1,154,REQ,1528095725.539361,143773,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000246,1528095725.539363,e,tcp,192.168.100.149,34925.0,192.168.100.3,80.0,1,154,REQ,1528095725.539363,143774,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000247,1528095725.539364,e,tcp,192.168.100.149,34930.0,192.168.100.3,80.0,1,154,REQ,1528095725.539364,143775,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000248,1528095725.539365,e,tcp,192.168.100.149,34931.0,192.168.100.3,80.0,1,154,REQ,1528095725.539365,143776,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000249,1528095725.539366,e,tcp,192.168.100.149,34934.0,192.168.100.3,80.0,1,154,REQ,1528095725.539366,143777,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000250,1528095725.539367,e,tcp,192.168.100.149,34935.0,192.168.100.3,80.0,1,154,REQ,1528095725.539367,143778,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000251,1528095725.539368,e,tcp,192.168.100.149,34936.0,192.168.100.3,80.0,1,154,REQ,1528095725.539368,143779,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000252,1528095725.53937,e,tcp,192.168.100.149,34937.0,192.168.100.3,80.0,1,154,REQ,1528095725.53937,143780,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000253,1528095725.539371,e,tcp,192.168.100.149,34940.0,192.168.100.3,80.0,1,154,REQ,1528095725.539371,143781,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000254,1528095725.539373,e,tcp,192.168.100.149,34941.0,192.168.100.3,80.0,1,154,REQ,1528095725.539373,143782,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000255,1528095725.539374,e,tcp,192.168.100.149,34946.0,192.168.100.3,80.0,1,154,REQ,1528095725.539374,143783,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000256,1528095725.539375,e,tcp,192.168.100.149,34947.0,192.168.100.3,80.0,1,154,REQ,1528095725.539375,143784,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000257,1528095725.539377,e,tcp,192.168.100.149,34950.0,192.168.100.3,80.0,1,154,REQ,1528095725.539377,143785,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000258,1528095725.539378,e,tcp,192.168.100.149,34951.0,192.168.100.3,80.0,1,154,REQ,1528095725.539378,143786,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000259,1528095725.53938,e,tcp,192.168.100.149,34952.0,192.168.100.3,80.0,1,154,REQ,1528095725.53938,143787,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000260,1528095725.539381,e,tcp,192.168.100.149,34953.0,192.168.100.3,80.0,1,154,REQ,1528095725.539381,143788,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000261,1528095725.539383,e,tcp,192.168.100.149,34956.0,192.168.100.3,80.0,1,154,REQ,1528095725.539383,143789,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000262,1528095725.539384,e,tcp,192.168.100.149,34957.0,192.168.100.3,80.0,1,154,REQ,1528095725.539384,143790,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000263,1528095725.539386,e,tcp,192.168.100.149,34962.0,192.168.100.3,80.0,1,154,REQ,1528095725.539386,143791,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000264,1528095725.539387,e,tcp,192.168.100.149,34963.0,192.168.100.3,80.0,1,154,REQ,1528095725.539387,143792,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000265,1528095725.539388,e,tcp,192.168.100.149,34836.0,192.168.100.3,80.0,3,274,RST,1528095725.75498,143793,0.215592,0.215592,0.0,,,0.215592,0.215592,0.215592,,,,,2,1,214,60,9.276782,4.638391,0.0,1,DDoS,TCP
35000266,1528095725.539389,e,tcp,192.168.100.149,34837.0,192.168.100.3,80.0,3,274,RST,1528095725.754981,143794,0.215592,0.215592,0.0,,,0.215592,0.215592,0.215592,,,,,2,1,214,60,9.276782,4.638391,0.0,1,DDoS,TCP
35000267,1528095725.539391,e,tcp,192.168.100.149,34842.0,192.168.100.3,80.0,3,274,RST,1528095725.754982,143795,0.215591,0.215591,0.0,,,0.215591,0.215591,0.215591,,,,,2,1,214,60,9.276825,4.638412,0.0,1,DDoS,TCP
35000268,1528095725.539392,e,tcp,192.168.100.149,34843.0,192.168.100.3,80.0,3,274,RST,1528095725.754982,143796,0.21559,0.21559,0.0,,,0.21559,0.21559,0.21559,,,,,2,1,214,60,9.276868,4.638434,0.0,1,DDoS,TCP
35000269,1528095725.539393,e,tcp,192.168.100.149,34846.0,192.168.100.3,80.0,3,274,RST,1528095725.754983,143797,0.21559,0.21559,0.0,,,0.21559,0.21559,0.21559,,,,,2,1,214,60,9.276868,4.638434,0.0,1,DDoS,TCP
35000270,1528095725.539394,e,tcp,192.168.100.149,34847.0,192.168.100.3,80.0,3,274,RST,1528095725.754984,143798,0.21559,0.21559,0.0,,,0.21559,0.21559,0.21559,,,,,2,1,214,60,9.276868,4.638434,0.0,1,DDoS,TCP
35000271,1528095725.539395,e,tcp,192.168.100.149,34848.0,192.168.100.3,80.0,3,274,RST,1528095725.754985,143799,0.21559,0.21559,0.0,,,0.21559,0.21559,0.21559,,,,,2,1,214,60,9.276868,4.638434,0.0,1,DDoS,TCP
35000272,1528095725.539396,e,tcp,192.168.100.149,34849.0,192.168.100.3,80.0,3,274,RST,1528095725.754985,143800,0.215589,0.215589,0.0,,,0.215589,0.215589,0.215589,,,,,2,1,214,60,9.276911,4.638455,0.0,1,DDoS,TCP
35000273,1528095725.539398,e,tcp,192.168.100.149,34852.0,192.168.100.3,80.0,3,274,RST,1528095725.754986,143801,0.215588,0.215588,0.0,,,0.215588,0.215588,0.215588,,,,,2,1,214,60,9.276954,4.638477,0.0,1,DDoS,TCP
35000274,1528095725.539399,e,tcp,192.168.100.149,34853.0,192.168.100.3,80.0,3,274,RST,1528095725.754987,143802,0.215588,0.215588,0.0,,,0.215588,0.215588,0.215588,,,,,2,1,214,60,9.276954,4.638477,0.0,1,DDoS,TCP
35000275,1528095725.5394,e,tcp,192.168.100.149,34858.0,192.168.100.3,80.0,3,274,RST,1528095725.754987,143803,0.215587,0.215587,0.0,,,0.215587,0.215587,0.215587,,,,,2,1,214,60,9.276997,4.638498,0.0,1,DDoS,TCP
35000276,1528095725.539402,e,tcp,192.168.100.149,34859.0,192.168.100.3,80.0,3,274,RST,1528095725.754988,143804,0.215586,0.215586,0.0,,,0.215586,0.215586,0.215586,,,,,2,1,214,60,9.27704,4.63852,0.0,1,DDoS,TCP
35000277,1528095725.539403,e,tcp,192.168.100.149,34862.0,192.168.100.3,80.0,3,274,RST,1528095725.754989,143805,0.215586,0.215586,0.0,,,0.215586,0.215586,0.215586,,,,,2,1,214,60,9.27704,4.63852,0.0,1,DDoS,TCP
35000278,1528095725.539404,e,tcp,192.168.100.149,34863.0,192.168.100.3,80.0,3,274,RST,1528095725.754989,143806,0.215585,0.215585,0.0,,,0.215585,0.215585,0.215585,,,,,2,1,214,60,9.277083,4.638542,0.0,1,DDoS,TCP
35000279,1528095725.539406,e,tcp,192.168.100.149,34864.0,192.168.100.3,80.0,3,274,RST,1528095725.75499,143807,0.215584,0.215584,0.0,,,0.215584,0.215584,0.215584,,,,,2,1,214,60,9.277126,4.638563,0.0,1,DDoS,TCP
35000280,1528095725.539407,e,tcp,192.168.100.149,34865.0,192.168.100.3,80.0,3,274,RST,1528095725.754991,143808,0.215584,0.215584,0.0,,,0.215584,0.215584,0.215584,,,,,2,1,214,60,9.277126,4.638563,0.0,1,DDoS,TCP
35000281,1528095725.539409,e,tcp,192.168.100.149,34868.0,192.168.100.3,80.0,1,154,REQ,1528095725.539409,143809,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000282,1528095725.53941,e,tcp,192.168.100.149,34869.0,192.168.100.3,80.0,1,154,REQ,1528095725.53941,143810,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000283,1528095725.539411,e,tcp,192.168.100.149,34874.0,192.168.100.3,80.0,1,154,REQ,1528095725.539411,143811,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000284,1528095725.539412,e,tcp,192.168.100.149,34875.0,192.168.100.3,80.0,1,154,REQ,1528095725.539412,143812,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000285,1528095725.539413,e,tcp,192.168.100.149,34878.0,192.168.100.3,80.0,1,154,REQ,1528095725.539413,143813,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000286,1528095725.539415,e,tcp,192.168.100.149,34879.0,192.168.100.3,80.0,1,154,REQ,1528095725.539415,143814,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000287,1528095725.539416,e,tcp,192.168.100.149,34880.0,192.168.100.3,80.0,1,154,REQ,1528095725.539416,143815,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000288,1528095725.539417,e,tcp,192.168.100.149,34881.0,192.168.100.3,80.0,1,154,REQ,1528095725.539417,143816,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000289,1528095725.539418,e,tcp,192.168.100.149,34884.0,192.168.100.3,80.0,1,154,REQ,1528095725.539418,143817,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000290,1528095725.53942,e,tcp,192.168.100.149,34885.0,192.168.100.3,80.0,1,154,REQ,1528095725.53942,143818,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000291,1528095725.539421,e,tcp,192.168.100.149,34890.0,192.168.100.3,80.0,1,154,REQ,1528095725.539421,143819,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000292,1528095725.539422,e,tcp,192.168.100.149,34891.0,192.168.100.3,80.0,1,154,REQ,1528095725.539422,143820,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000293,1528095725.539423,e,tcp,192.168.100.149,34894.0,192.168.100.3,80.0,1,154,REQ,1528095725.539423,143821,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000294,1528095725.539425,e,tcp,192.168.100.149,34895.0,192.168.100.3,80.0,1,154,REQ,1528095725.539425,143822,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000295,1528095725.539427,e,tcp,192.168.100.149,34896.0,192.168.100.3,80.0,1,154,REQ,1528095725.539427,143823,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000296,1528095725.539428,e,tcp,192.168.100.149,34897.0,192.168.100.3,80.0,1,154,REQ,1528095725.539428,143824,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000297,1528095725.539429,e,tcp,192.168.100.149,34900.0,192.168.100.3,80.0,1,154,REQ,1528095725.539429,143825,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
35000298,1528095725.53943,e,tcp,192.168.100.149,34901.0,192.168.100.3,80.0,1,154,REQ,1528095725.53943,143826,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,154,0,0.0,0.0,0.0,1,DDoS,TCP
42194334,1528096507.526818,e,udp,192.168.100.46,80.0,192.168.100.5,80.0,3102,2977757,INT,1528096546.30349,301,38.776672,4.836172,0.404852,,,38.689377,3.765058,4.99125,,,,,3102,0,2977757,0,79.970764,79.970764,0.0,0,Normal,Normal
42194335,1528096507.526826,e,tcp,192.168.100.46,80.0,192.168.100.5,80.0,3102,2904873,CON,1528096546.303501,302,38.776676,4.836173,0.404829,,,38.689381,3.7651,4.991235,,,,,3102,0,2904873,0,79.970757,79.970757,0.0,0,Normal,Normal
